,code,name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
6727,18005,South B Hospital Ltd,South B Hospital LTD,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,33,3,Nairobi,Starehe,Starehe,Nairobi South,Operational,Yes,No,No,No,Yes,Yes,No
6730,18002,Innoculation Centre,Innoculation Centre,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,Yes,Yes,No
6731,18001,Prudent Medical Clinic Kariobangi,Prudent Medical Clinic (Kariobangi),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,Yes,No,Yes,No,Yes,Yes,No
6733,17998,Rays International Clinic Kariobangi,Rays International Clinic (Kariobangi),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Embakasi West,Embakasi West,Kariobangi South,Operational,No,No,Yes,No,Yes,Yes,No
6734,17997,Dandora Health Service,Dandora Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,No,No,Yes,No,Yes,Yes,No
6735,17996,Precious Life Medical Clinic Ruai,Precious Life Medical Clinic (Ruai),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,15,0,Nairobi,Kasarani,Kasarani,Ruai,Operational,No,No,No,No,Yes,Yes,No
6757,17956,Uzima VCT Centre,Uzima VCT Centre,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,Yes,Yes,No
6758,17955,Nuru Lutheran Media Ministry,Nuru Lutheran VCT,Level 2,VCT,STAND ALONE,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,Yes,Yes,No
6761,17951,Josma Medical Clinic (Kasarani),Josma Medical Clinic (Kasarani),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,No,No,Yes,Yes,No
6762,17950,Thika Road Health Services Ltd (Kasarani),Thika Road Health Services Ltd (Kasarani),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,No,No,No,No,Yes,Yes,No
6763,17949,Destiny Medical Centre (Ruaraka),Destiny Medical Centre (Ruaraka),Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,Yes,No,Yes,No,Yes,Yes,No
6764,17948,Kasarani Claycity Medical Centre (Kasarani),Kasarani Claycity Medical Centre (Kasarani),Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,No,No,Yes,Yes,No
6765,17947,Loreigns Medical Services (Kasarani),Loreigns Medical Services (Kasarani),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,Yes,No,Yes,No,Yes,Yes,No
6768,17943,St Francis Community Hospital (Kasarani),St Francis Community Hospital,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,145,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,Yes,No,No,No,Yes,Yes,No
6769,17942,Githurai Liverpool VCT,Githurai Liverpool,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,No,No,No,Yes,Yes,No
6771,17934,Baraka Medical Centre,Baraka medical centre,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,No,No,No,No,Yes,Yes,No
6772,17933,St Joseph Nursing Home (Eastleigh North),St Joseph Nursing Home (Eastleigh North),Level 3,Nursing Homes,NURSING HOME,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,23,3,Nairobi,Kamukunji,Kamukunji,Eastleigh North,Operational,Yes,No,Yes,No,Yes,Yes,No
6824,17861,Romieva Medical Centre,Romieva Medical Centre,Level 3,Medical Center,MEDICAL CENTER,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB - Private Practice (deleted),20,2,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,No,Yes,No,Yes,Yes,No
6835,17847,Alliance Medical Centre,Alliance Medical Center,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20,1,Nairobi,Kamukunji,Kamukunji,California,Operational,Yes,No,Yes,No,Yes,Yes,No
6877,17789,Montezuma Monalisa Funeral Home (Lang'ata),Montezuma Monalisa Funeral Home,Level 2,Farewell Home,STAND ALONE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kibra,Langata,Nyayo Highrise,Operational,Yes,No,No,No,Yes,Yes,No
6921,17727,Meridian Medical Donholm Clinic,Meridian Medical Donholm Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,1,0,Nairobi,Embakasi East,Embakasi East,Upper Savannah,Operational,Yes,No,Yes,No,Yes,Yes,No
6923,17725,Gertrude Komarock Clinic,Gertrude Komarock Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,3,2,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,Yes,No,Yes,No,Yes,Yes,No
6925,17723,St Barkita Dispensary Utawala,St Barkita Dispensary Utawala,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,6,2,Nairobi,Embakasi East,Embakasi East,Utawala,Operational,No,No,No,No,Yes,Yes,No
6927,17720,Lea Toto Community Mukuru Reuben,Lea Toto Community (Mukuru Reuben),Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Reuben,Operational,No,No,No,No,Yes,Yes,No
6928,17719,EDARP Komarock Health Centre,Edarp Komarock Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,No,No,No,No,Yes,Yes,No
6930,17717,Komarock Morden Medical Care,Komarock Modern Medical Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,40,0,Nairobi,Embakasi Central,Embakasi Central,Komarock,Operational,Yes,No,Yes,No,Yes,Yes,No
6955,17687,Viva Afya Kayole,Live Well Health Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Embakasi Central,Embakasi Central,Kayole North,Operational,No,No,Yes,No,Yes,Yes,No
6956,17686,Susamed Medical Clinic,Susamed Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),2,0,Nairobi,Embakasi Central,Embakasi Central,Kayole North,Operational,No,No,Yes,No,Yes,Yes,No
6957,17685,Imara Health Centre,Imara Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,6,1,Nairobi,Embakasi South,Embakasi South,Imara Daima,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
6958,17684,Hope World Wide Kenya Mukuru Clinic,Hope World Wide Kenya Clinic (Mukuru),Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Reuben,Operational,Yes,No,Yes,No,Yes,Yes,No
6959,17683,St Raphael's Clinic,St Raphael's Clinic,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi East,Embakasi East,Mihango,Operational,No,No,No,No,Yes,Yes,No
6976,17663,Discordant Couples of Kenya VCT,Discordant Couples of Kenya VCT,Level 2,VCT,STAND ALONE,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,No,No,No,No,Yes,Yes,No
6982,17657,The Mater Hospital Buruburu,The Mater Hospital Buruburu,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Makadara,Makadara,Harambee,Operational,No,No,Yes,No,Yes,Yes,No
6986,17651,Msf Olympic Centre,MSF Olympic Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,No,No,Yes,No,Yes,Yes,No
6987,17650,SHOFCO Medical Clinic (Kibera),SHOFCO Medical Clinic (Kibera),Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,No,No,Yes,No,Yes,Yes,No
7074,17548,EDARP Njiru Clinic,Njiru (EDARP) Clinic,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,No,No,No,No,Yes,Yes,No
7104,17514,Mary Mission,Mary Mission,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Ministry of Health,6,2,Nairobi,Dagoretti South,Dagoretti South,Ngando,Operational,Yes,No,Yes,No,Yes,Yes,No
7141,17455,Mtaani VCT,Mtaani VCT & Outreach Services,Level 2,VCT,STAND ALONE,Ministry of Health,Ministry of Health,Other,0,0,Nairobi,Kibra,Langata,Nyayo Highrise,Operational,No,No,Yes,No,Yes,Yes,No
7157,17434,Kariobangi South Clinic,Kariobangi South Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Embakasi West,Embakasi West,Kariobangi South,Operational,No,No,No,No,Yes,Yes,No
7176,17411,Mama Lucy Kibaki Hospital - Embakasi,Mama Lucy Kibaki Hospital (Embakasi),Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,112,12,Nairobi,Embakasi West,Embakasi West,Umoja II,Operational,Yes,No,Yes,No,Yes,Yes,No
7181,17404,Uhuru Presitige Health Care,Uhuru Presitige Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Makadara,Makadara,Harambee,Operational,No,No,Yes,No,Yes,Yes,No
7189,17394,Wema Medical Clinic,Wema Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),8,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,Yes,No,Yes,No,Yes,Yes,No
7190,17393,Huduma Health Centre,Huduma Health Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,Yes,No,Yes,No,Yes,Yes,No
7191,17392,St Pery's Medical Clinic,St Pery's Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kibra,Kibra,Makina,Operational,No,No,Yes,No,Yes,Yes,No
7192,17391,St Mac's Hospital,St Mac's Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,3,0,Nairobi,Kibra,Langata,Nyayo Highrise,Operational,Yes,No,Yes,No,Yes,Yes,No
7193,17390,Southern Health Care,Southern Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,South C,Operational,No,No,Yes,No,Yes,Yes,No
7194,17389,Shree Cutchhi Leva Samaj Medical Clinic,Shree Cutchhi Leva Samaj Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Langata,Langata,Nairobi West,Operational,No,No,Yes,No,Yes,Yes,No
7195,17388,Clinix Health Care (Sarangombe,Clinix Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Unspecified,Private Practice,Kenya MPDB - Private Practice (deleted),0,0,Nairobi,Langata,Langata,Nairobi West,Operational,Yes,No,Yes,No,Yes,Yes,No
7196,17385,Tumaini Medical Centre (Sarang'ombe),Tumaini Medical Centre (Sarang'ombe),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Kibra,Kibra,Sarang'ombe,Operational,No,No,Yes,No,Yes,Yes,No
7197,17384,Lang'ata Comprehensive Medical Service,Lang'ata Comprehensive Medical Service,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,Yes,Yes,No
7586,16796,AAR Clinic Sarit Centre (Westlands),AAR Clinic Sarit Centre (Westlands),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,No,No,Yes,Yes,No
7593,16801,Al-Gadhir Clinic,Al-Gadhir Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Dagoretti South,Dagoretti North,Kabiro,Operational,No,No,No,No,Yes,Yes,No
7594,16800,Lea Toto Clinic (Westlands),Lea Toto Clinic (Westlands),Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Clinical Officers Council,0,0,Nairobi,Westlands,Westlands,Kangemi,Operational,No,No,No,No,Yes,Yes,No
7596,16799,Gichago Dispensary,Gichago Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Kangemi,Operational,No,No,No,No,Yes,Yes,No
7599,16803,Gatina United Clinic,Gatina United Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Gatina,Operational,No,No,No,No,Yes,Yes,No
7605,16795,Nairobi Womens Hospital Adams,Nairobi Womens Hospital Adams,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,No,No,No,Yes,Yes,No
7633,16802,Life Friends Medical Centre,Life Friends Medical Centre,Level 2,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,8,0,Nairobi,Dagoretti South,Dagoretti South,Riruta,Operational,Yes,Yes,Yes,Yes,Yes,Yes,No
7689,13006,Kariobangi Health Centre,Kariobangi Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Embakasi North,Embakasi North,Kariobangi North,Operational,No,No,No,No,Yes,Yes,No
7791,13212,Spacecare Health Centre & Maternity,Spacecare Health Services,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,7,0,Nairobi,Dagoretti South,Dagoretti South,Riruta,Operational,Yes,No,No,No,Yes,Yes,No
7859,12889,Cana Family Life Clinic,Cana Family Life Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,12,0,Nairobi,Makadara,Makadara,Viwandani,Operational,Yes,No,Yes,No,Yes,Yes,No
7937,12969,Hono Clinic,Hono Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Makadara,Makadara,Harambee,Operational,No,No,No,No,Yes,Yes,No
7981,13210,St Joseph's Dispensary (Dagoretti),St Joseph's Dispensary (Dagoretti),Level 3,Comprehensive health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Dagoretti South,Dagoretti South,Ngando,Operational,No,No,No,No,Yes,Yes,No
8053,13078,Mathare Police Depot,Mathare Police Depot,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Mathare,Mathare,Hospital,Operational,No,No,No,No,Yes,Yes,No
8055,12946,Gaimu Clinic,Gaimu Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Mathare,Mathare,Mabatini,Operational,No,No,No,No,Yes,Yes,No
8059,13158,Radiant Pangani Hospital,Radiant Pangani Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Pangani,Operational,No,No,No,No,Yes,Yes,No
8147,12941,Family Life Promotions and Services,Family Life Promotions and Services,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,3,1,Nairobi,Makadara,Makadara,Maringo/Hamza,Operational,Yes,No,Yes,No,Yes,Yes,No
8155,13180,Sex Workers Operation Project (Swop),Sex Workers Operation Project (SWOP),Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,Yes,Yes,No
8157,13028,Kibera Community Health Centre - Amref,Kibera Community Health Centre (Amref),Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Kenya MPDB,4,0,Nairobi,Kibra,Kibra,Laini Saba,Operational,Yes,No,No,No,Yes,Yes,No
8160,13109,Meridian Equator Hospital,Meridian Equator Hospital,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,54,0,Nairobi,Langata,Langata,Nairobi West,Operational,Yes,No,Yes,No,Yes,Yes,No
8199,13013,Kenya AIDS Vaccine Initiative (KAVI),Kenya AIDS Vaccine Initiative (KAVI),Level 2,Dispensary,DISPENSARY,Public Institution - Academic,Ministry of Health,Other,0,0,Nairobi,Westlands,Westlands,Kangemi,Operational,No,No,No,No,Yes,Yes,No
8507,13053,Lunga Lunga Health Centre,Lunga Lunga Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Makadara,Makadara,Viwandani,Operational,No,No,No,No,Yes,Yes,No
9421,12919,Dog Unit Dispensary (O P Kenya Police),Dog Unit Dispensary (O P Kenya Police),Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,Yes,Yes,No
9771,16167,Marie Stopes Clinic (Langata),Marie Stopes Clinic (Langata),Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Kibra,Lindi,Operational,No,No,No,No,Yes,Yes,No
9772,16169,Lady Northey Dispensary,Lady Northey Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,No,No,No,Yes,Yes,No
9779,16168,Revival Home Based Care Clinic,Revival Home Based Care Clinic,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,4,0,Nairobi,Langata,Langata,Mugumo-ini,Operational,Yes,No,Yes,No,Yes,Yes,No
9953,13186,Silanga (MSF Belgium) Dispensary,Silanga (MSF Belgium) Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Kibra,Langata,Nyayo Highrise,Operational,No,No,No,No,Yes,Yes,No
10200,13000,Kamiti Prison Hospital,Kamiti Prison Hospital,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Roysambu,Roysambu,Kahawa West,Operational,No,No,No,No,Yes,Yes,No
